Cam_typ	Clvt_sz	Site	Type	Cam_num	Cam_pt	Anim_num	Species	Behaviour	Day	Month	Year	Hour	Min	Sec	Age	Sex	Img_num	anim_hr
reconyx	small	8	C	RH1	C4	102	Kangaroo	SS	19	10	2020	15	43	8	Joey	Unknown	RCNX6369	102_SS_19_10_15
reconyx	small	8	C	RH1	C4	102	Kangaroo	SS	19	10	2020	15	43	17	Joey	Unknown	RCNX6370	102_SS_19_10_15
reconyx	small	8	C	RH1	C4	102	Kangaroo	SS	19	10	2020	15	43	19	Joey	Unknown	RCNX6372	102_SS_19_10_15
reconyx	small	8	R	RH3	R1	102	Kangaroo	SS	19	10	2020	15	46	57	Joey	Unknown	RCNX1645	102_SS_19_10_15
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	12	Juvenile	Unknown	RCNX6398	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	14	Juvenile	Unknown	RCNX6400	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	19	Juvenile	Unknown	RCNX6403	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	21	Juvenile	Unknown	RCNX6409	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	25	Juvenile	Unknown	RCNX6412	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	28	Juvenile	Unknown	RCNX6415	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	FR	19	10	2020	16	38	42	Juvenile	Unknown	RCNX6418	103_FR_19_10_16
reconyx	small	8	C	RH1	C4	103	Kangaroo	SS	19	10	2020	16	38	19	Juvenile	Unknown	RCNX6406	103_SS_19_10_16
reconyx	small	8	C	RH1	C4	104	Whiptail	FR	19	10	2020	22	25	14	Adult	Unknown	RCNX6475	104_FR_19_10_22
reconyx	small	8	C	RH1	C4	104	Whiptail	FR	19	10	2020	22	25	16	Adult	Unknown	RCNX6478	104_FR_19_10_22
reconyx	small	8	C	RH1	C4	104	Whiptail	FR	19	10	2020	22	25	20	Adult	Unknown	RCNX6481	104_FR_19_10_22
reconyx	small	8	C	RH1	C4	104	Whiptail	SS	19	10	2020	22	24	58	Adult	Unknown	RCNX6472	104_SS_19_10_22
reconyx	small	8	C	RH1	C4	105	Kangaroo	FR	20	10	2020	3	52	11	Adult	Unknown	RCNX6484	105_FR_20_10_3
reconyx	small	8	C	RH1	C4	105	Kangaroo	FR	20	10	2020	3	52	16	Adult	Unknown	RCNX6487	105_FR_20_10_3
reconyx	small	8	C	RH2	C3	106	Whiptail	FR	20	10	2020	4	42	55	Adult	Unknown	RCNX2290	106_FR_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	FR	20	10	2020	4	42	58	Adult	Unknown	RCNX2293	106_FR_20_10_4
reconyx	small	8	C	RH1	C4	106	Whiptail	FR	20	10	2020	4	43	27	Adult	Unknown	RCNX6490	106_FR_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	FR	20	10	2020	4	43	36	Adult	Unknown	RCNX2296	106_FR_20_10_4
reconyx	small	8	C	RH1	C4	106	Whiptail	FR	20	10	2020	4	44	14	Adult	Unknown	RCNX6493	106_FR_20_10_4
reconyx	small	8	C	RH1	C4	106	Whiptail	FR	20	10	2020	4	44	20	Adult	Unknown	RCNX6496	106_FR_20_10_4
reconyx	small	8	C	RH1	C4	106	Whiptail	FR	20	10	2020	4	44	46	Adult	Unknown	RCNX6499	106_FR_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	FR	20	10	2020	4	46	35	Adult	Unknown	RCNX2335	106_FR_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	FR	20	10	2020	4	46	42	Adult	Unknown	RCNX2344	106_FR_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	RX	20	10	2020	4	47	10	Adult	Unknown	RCNX2347	106_RX_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	43	46	Adult	Unknown	RCNX2299	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	43	49	Adult	Unknown	RCNX2302	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	44	2	Adult	Unknown	RCNX2305	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	44	6	Adult	Unknown	RCNX2308	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	44	10	Adult	Unknown	RCNX2311	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	44	33	Adult	Unknown	RCNX2314	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	44	37	Adult	Unknown	RCNX2317	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	45	8	Adult	Unknown	RCNX2320	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	45	30	Adult	Unknown	RCNX2323	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	45	40	Adult	Unknown	RCNX2326	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	45	44	Adult	Unknown	RCNX2329	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	46	9	Adult	Unknown	RCNX2335	106_SS_20_10_4
reconyx	small	8	C	RH2	C3	106	Whiptail	SS	20	10	2020	4	46	18	Adult	Unknown	RCNX2338	106_SS_20_10_4
reconyx	small	8	C	RH1	C4	107	Kangaroo	FR	20	10	2020	5	33	15	Adult	Unknown	RCNX6508	107_FR_20_10_5
reconyx	small	8	R	RH7	R2	107	Kangaroo	RX	20	10	2020	5	33	25	Adult	Unknown	RCNX3298	107_RX_20_10_5
reconyx	small	8	C	RH1	C4	108	Kangaroo	FR	20	10	2020	5	58	30	Adult	Unknown	RCNX6511	108_FR_20_10_5
reconyx	small	8	C	RH5	C2	108	Kangaroo	FR	20	10	2020	6	0	5	Adult	Unknown	RCNX1678	108_FR_20_10_6
reconyx	small	8	C	RH5	C2	108	Kangaroo	FR	20	10	2020	6	0	28	Adult	Unknown	RCNX1681	108_FR_20_10_6
reconyx	small	8	R	RH3	R1	108	Kangaroo	FR	20	10	2020	6	19	54	Adult	Unknown	RCNX1714	108_FR_20_10_6
reconyx	small	8	R	RH3	R1	108	Kangaroo	RX	20	10	2020	6	19	51	Adult	Unknown	RCNX1711	108_RX_20_10_6
reconyx	small	8	R	RH3	R1	108	Kangaroo	SS	20	10	2020	5	58	28	Adult	Unknown	RCNX1708	108_SS_20_10_5
reconyx	small	8	C	RH1	C4	109	Kangaroo	FR	20	10	2020	6	19	53	Adult	Male	RCNX6514	109_FR_20_10_6
reconyx	small	8	C	RH2	C3	109	Kangaroo	FR	20	10	2020	6	20	32	Adult	Male	RCNX2467	109_FR_20_10_6
reconyx	small	8	C	RH4	C1	109	Kangaroo	FR	20	10	2020	6	20	42	Adult	Male	RCNX1687	109_FR_20_10_6
reconyx	small	8	C	RH2	C3	109	Kangaroo	RX	20	10	2020	6	20	35	Adult	Male	RCNX2470	109_RX_20_10_6
reconyx	small	8	C	RH5	C2	109	Kangaroo	RX	20	10	2020	6	20	41	Adult	Male	RCNX1684	109_RX_20_10_6
reconyx	small	8	C	RH5	C2	109	Kangaroo	RX	20	10	2020	6	20	44	Adult	Male	RCNX1687	109_RX_20_10_6
reconyx	small	8	R	RH3	R1	110	Kangaroo	FR	18	10	2020	17	3	48	Adult	Male	RCNX1495	110_FR_18_10_17
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	31	59	Adult	Male	RCNX6706	110_FR_18_10_17
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	1	Adult	Male	RCNX6709	110_FR_18_10_17
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	4	Adult	Male	RCNX6712	110_FR_18_10_17
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	7	Adult	Male	RCNX6715	110_FR_18_10_17
reconyx	small	8	R	RH3	R1	110	Kangaroo	RX	18	10	2020	17	3	46	Adult	Male	RCNX1492	110_RX_18_10_17
reconyx	small	8	C	RH2	C3	110	Kangaroo	RX	18	10	2020	17	4	32	Adult	Male	RCNX1339	110_RX_18_10_17
reconyx	small	8	C	RH1	C4	111	Amphibian	SS	19	10	2020	0	28	29	Unknown	Unknown	RCNX6725	111_SS_19_10_0
reconyx	small	8	C	RH1	C4	111	Amphibian	SS	19	10	2020	0	28	40	Unknown	Unknown	RCNX6727	111_SS_19_10_0
reconyx	small	8	R	RH3	R1	112	Kangaroo	FR	19	10	2020	6	42	31	Adult	Unknown	RCNX1510	112_FR_19_10_6
reconyx	small	8	C	RH1	C4	112	Kangaroo	FR	19	10	2020	6	42	33	Adult	Unknown	RCNX6763	112_FR_19_10_6
reconyx	small	8	C	RH1	C4	112	Kangaroo	FR	19	10	2020	6	42	36	Adult	Unknown	RCNX6766	112_FR_19_10_6
reconyx	small	8	C	RH2	C3	112	Kangaroo	FR	19	10	2020	6	43	15	Adult	Unknown	RCNX1389	112_FR_19_10_6
reconyx	small	8	C	RH2	C3	112	Kangaroo	FR	19	10	2020	6	43	30	Adult	Unknown	RCNX1393	112_FR_19_10_6
reconyx	small	8	C	RH5	C2	112	Kangaroo	FR	19	10	2020	6	43	36	Adult	Unknown	RCNX1441	112_FR_19_10_6
reconyx	small	8	R	RH3	R1	112	Kangaroo	RX	19	10	2020	6	42	51	Adult	Unknown	RCNX1519	112_RX_19_10_6
reconyx	small	8	C	RH2	C3	112	Kangaroo	RX	19	10	2020	6	43	33	Adult	Unknown	RCNX1396	112_RX_19_10_6
reconyx	small	8	R	RH3	R1	112	Kangaroo	SS	19	10	2020	6	42	34	Adult	Unknown	RCNX1513	112_SS_19_10_6
reconyx	small	8	R	RH3	R1	112	Kangaroo	SS	19	10	2020	6	42	37	Adult	Unknown	RCNX1516	112_SS_19_10_6
reconyx	small	8	C	RH2	C3	112	Kangaroo	SS	19	10	2020	6	43	17	Adult	Unknown	RCNX1392	112_SS_19_10_6
reconyx	small	8	C	RH2	C3	113	Kangaroo	FR	19	10	2020	7	9	27	Adult	Male	RCNX1402	113_FR_19_10_7
reconyx	small	8	C	RH5	C2	113	Kangaroo	FR	19	10	2020	7	9	36	Adult	Male	RCNX1447	113_FR_19_10_7
reconyx	small	8	C	RH4	C1	113	Kangaroo	FR	19	10	2020	7	9	38	Adult	Male	RCNX1408	113_FR_19_10_7
reconyx	small	8	C	RH5	C2	113	Kangaroo	FR	19	10	2020	7	10	44	Adult	Male	RCNX1453	113_FR_19_10_7
reconyx	small	8	R	RH3	R1	113	Kangaroo	RX	19	10	2020	7	8	46	Adult	Male	RCNX1528	113_RX_19_10_7
reconyx	small	8	C	RH1	C4	113	Kangaroo	RX	19	10	2020	7	8	48	Adult	Male	RCNX6769	113_RX_19_10_7
reconyx	small	8	R	RH3	R1	113	Kangaroo	RX	19	10	2020	7	8	48	Adult	Male	RCNX1531	113_RX_19_10_7
reconyx	small	8	C	RH2	C3	113	Kangaroo	RX	19	10	2020	7	9	30	Adult	Male	RCNX1405	113_RX_19_10_7
reconyx	small	8	C	RH5	C2	113	Kangaroo	SS	19	10	2020	7	9	39	Adult	Male	RCNX1450	113_SS_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	15	43	Adult	Female	RCNX6772	114_FR_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	15	47	Adult	Female	RCNX6775	114_FR_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	13	Adult	Female	RCNX6778	114_FR_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	17	Adult	Female	RCNX6781	114_FR_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	33	Adult	Female	RCNX6784	114_FR_19_10_7
reconyx	small	8	R	RH3	R1	114	Kangaroo	FR	19	10	2020	7	16	59	Adult	Female	RCNX1534	114_FR_19_10_7
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	17	1	Adult	Female	RCNX6787	114_FR_19_10_7
reconyx	small	8	C	RH5	C2	114	Kangaroo	RX	19	10	2020	7	17	47	Adult	Female	RCNX1456	114_RX_19_10_7
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	15	47	Juvenile	Unknown	RCNX6775	115_FR_19_10_7
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	13	Juvenile	Unknown	RCNX6778	115_FR_19_10_7
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	17	Juvenile	Unknown	RCNX6781	115_FR_19_10_7
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	33	Juvenile	Unknown	RCNX6784	115_FR_19_10_7
reconyx	small	8	R	RH3	R1	115	Kangaroo	FR	19	10	2020	7	16	59	Juvenile	Unknown	RCNX1534	115_FR_19_10_7
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	17	1	Juvenile	Unknown	RCNX6787	115_FR_19_10_7
reconyx	small	8	C	RH5	C2	115	Kangaroo	RX	19	10	2020	7	17	47	Juvenile	Unknown	RCNX1456	115_RX_19_10_7
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	43	Juvenile	Unknown	RCNX8392	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	46	Juvenile	Unknown	RCNX8395	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	49	Juvenile	Unknown	RCNX8398	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	51	Juvenile	Unknown	RCNX8401	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	54	Juvenile	Unknown	RCNX8404	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	58	Juvenile	Unknown	RCNX8407	116_FR_21_10_13
reconyx	small	8	C	RH1	C4	117	Kangaroo	FR	23	10	2020	8	25	52	Adult	Unknown	RCNX8500	117_FR_23_10_8
reconyx	small	8	R	RH3	R1	117	Kangaroo	FR	23	10	2020	8	25	52	Adult	Unknown	RCNX2107	117_FR_23_10_8
reconyx	small	8	C	RH2	C3	117	Kangaroo	FR	23	10	2020	8	26	31	Adult	Unknown	RCNX6595	117_FR_23_10_8
reconyx	small	8	C	RH4	C1	117	Kangaroo	FR	23	10	2020	8	26	37	Adult	Unknown	RCNX1879	117_FR_23_10_8
reconyx	small	8	R	RH3	R1	117	Kangaroo	RX	23	10	2020	8	25	49	Adult	Unknown	RCNX2104	117_RX_23_10_8
reconyx	small	8	C	RH2	C3	117	Kangaroo	RX	23	10	2020	8	26	33	Adult	Unknown	RCNX6598	117_RX_23_10_8
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	8	18	Unknown	Unknown	RCNX8557	118_FR_25_10_3
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	8	39	Unknown	Unknown	RCNX8560	118_FR_25_10_3
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	28	59	Unknown	Unknown	RCNX8563	118_FR_25_10_3
reconyx	small	8	C	RH1	C4	119	Rodent	FR	25	10	2020	3	40	35	Unknown	Unknown	RCNX8566	119_FR_25_10_3
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	54	43	Joey	Unknown	RCNX0262	120_SS_13_10_15
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	54	49	Joey	Unknown	RCNX0265	120_SS_13_10_15
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	56	53	Joey	Unknown	RCNX0268	120_SS_13_10_15
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	16	2	41	Joey	Unknown	RCNX0271	120_SS_13_10_16
reconyx	small	8	R	RH3	R1	121	Whiptail	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271	121_FR_13_10_16
reconyx	small	8	R	RH3	R1	122	Whiptail	FR	13	10	2020	16	57	40	Adult	Unknown	RCNX0289	122_FR_13_10_16
reconyx	small	8	C	RH1	C4	123	Rodent	FR	26	10	2020	3	6	26	Unknown	Unknown	RCNX8713	123_FR_26_10_3
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	10	Adult	Unknown	RCNX8716	124_FR_26_10_5
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	13	Adult	Unknown	RCNX8719	124_FR_26_10_5
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	32	Adult	Unknown	RCNX8722	124_FR_26_10_5
reconyx	small	8	C	RH1	C4	125	Kangaroo	FR	26	10	2020	5	0	32	Juvenile	Unknown	RCNX8722	125_FR_26_10_5
reconyx	small	8	R	RH3	R1	126	Kangaroo	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271	126_FR_13_10_16
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181	126_FR_13_10_16
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	4	6	Adult	Unknown	RCNX0184	126_FR_13_10_16
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	4	9	Adult	Unknown	RCNX0187	126_FR_13_10_16
reconyx	small	8	C	RH2	C3	126	Kangaroo	RX	13	10	2020	15	57	35	Adult	Unknown	RCNX0173	126_RX_13_10_15
reconyx	small	8	C	RH2	C3	126	Kangaroo	RX	13	10	2020	15	57	37	Adult	Unknown	RCNX0175	126_RX_13_10_15
reconyx	small	8	C	RH2	C3	126	Kangaroo	SS	13	10	2020	16	3	51	Adult	Unknown	RCNX0178	126_SS_13_10_16
reconyx	small	8	R	RH3	R1	127	Kangaroo	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271	127_FR_13_10_16
reconyx	small	8	C	RH2	C3	127	Kangaroo	FR	13	10	2020	16	3	51	Adult	Unknown	RCNX0178	127_FR_13_10_16
reconyx	small	8	C	RH2	C3	127	Kangaroo	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181	127_FR_13_10_16
reconyx	small	8	C	RH2	C3	127	Kangaroo	RX	13	10	2020	15	57	37	Adult	Unknown	RCNX0175	127_RX_13_10_15
reconyx	small	8	C	RH2	C3	127	Kangaroo	SS	13	10	2020	16	4	6	Adult	Unknown	RCNX0184	127_SS_13_10_16
reconyx	small	8	C	RH2	C3	127	Kangaroo	SS	13	10	2020	16	4	9	Adult	Unknown	RCNX0187	127_SS_13_10_16
reconyx	small	8	C	RH2	C3	128	Kangaroo	FR	13	10	2020	16	3	51	Adult	FWPJ	RCNX0178	128_FR_13_10_16
reconyx	small	8	R	RH3	R1	128	Kangaroo	RX	13	10	2020	15	56	53	Adult	FWPJ	RCNX0268	128_RX_13_10_15
reconyx	small	8	R	RH3	R1	128	Kangaroo	RX	13	10	2020	16	2	41	Adult	FWPJ	RCNX0271	128_RX_13_10_16
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	3	55	Adult	FWPJ	RCNX0181	128_SS_13_10_16
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	4	6	Adult	FWPJ	RCNX0184	128_SS_13_10_16
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	4	9	Adult	FWPJ	RCNX0187	128_SS_13_10_16
reconyx	small	8	C	RH2	C3	129	Kangaroo	FR	13	10	2020	16	3	51	Joey	Unknown	RCNX0178	129_FR_13_10_16
reconyx	small	8	R	RH3	R1	129	Kangaroo	RX	13	10	2020	15	56	53	Joey	Unknown	RCNX0268	129_RX_13_10_15
reconyx	small	8	R	RH3	R1	129	Kangaroo	RX	13	10	2020	16	2	41	Joey	Unknown	RCNX0271	129_RX_13_10_16
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	3	55	Joey	Unknown	RCNX0181	129_SS_13_10_16
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	4	6	Joey	Unknown	RCNX0184	129_SS_13_10_16
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	4	9	Joey	Unknown	RCNX0187	129_SS_13_10_16
reconyx	small	8	R	RH3	R1	129	Kangaroo	SS	13	10	2020	16	17	14	Joey	Unknown	RCNX0274	129_SS_13_10_16
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	3	51	Adult	Unknown	RCNX0178	130_FR_13_10_16
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181	130_FR_13_10_16
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	4	6	Adult	Unknown	RCNX0184	130_FR_13_10_16
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	4	9	Adult	Unknown	RCNX0187	130_FR_13_10_16
reconyx	small	8	R	RH3	R1	130	Whiptail	FR	13	10	2020	16	17	14	Adult	Unknown	RCNX0274	130_FR_13_10_16
reconyx	small	8	C	RH2	C3	131	Kangaroo	FR	13	10	2020	18	20	56	Adult	Unknown	RCNX0214	131_FR_13_10_18
reconyx	small	8	C	RH2	C3	132	Possum	FR	13	10	2020	20	23	5	Adult	Unknown	RCNX0217	132_FR_13_10_20
reconyx	small	8	C	RH4	C1	132	Possum	RX	13	10	2020	20	17	58	Adult	Unknown	RCNX0328	132_RX_13_10_20
reconyx	small	8	C	RH2	C3	133	Possum	RX	13	10	2020	23	42	14	Adult	Unknown	RCNX0220	133_RX_13_10_23
reconyx	small	8	C	RH2	C3	134	Fox	RX	14	10	2020	1	25	38	Adult	Unknown	RCNX0223	134_RX_14_10_1
reconyx	small	8	C	RH2	C3	134	Fox	RX	14	10	2020	1	25	41	Adult	Unknown	RCNX0226	134_RX_14_10_1
reconyx	small	8	C	RH2	C3	135	Whiptail	FR	14	10	2020	5	16	28	Adult	Female	RCNX0229	135_FR_14_10_5
reconyx	small	8	R	RH3	R1	136	Kangaroo	FR	14	10	2020	16	9	20	Adult	FWPJ	RCNX0553	136_FR_14_10_16
reconyx	small	8	C	RH2	C3	136	Kangaroo	FR	14	10	2020	16	10	2	Adult	FWPJ	RCNX0277	136_FR_14_10_16
reconyx	small	8	R	RH3	R1	137	Kangaroo	SS	14	10	2020	16	9	20	Joey	Unknown	RCNX0553	137_SS_14_10_16
reconyx	small	8	C	RH2	C3	137	Kangaroo	SS	14	10	2020	16	10	2	Joey	Unknown	RCNX0277	137_SS_14_10_16
reconyx	small	8	R	RH7	R2	138	Whiptail	FR	14	10	2020	17	55	59	Adult	Unknown	RCNX0409	138_FR_14_10_17
reconyx	small	8	C	RH2	C3	138	Whiptail	FR	14	10	2020	18	5	49	Adult	Unknown	RCNX0292	138_FR_14_10_18
reconyx	small	8	C	RH2	C3	138	Whiptail	FR	14	10	2020	18	6	0	Adult	Unknown	RCNX0295	138_FR_14_10_18
reconyx	small	8	R	RH3	R1	138	Whiptail	FR	14	10	2020	18	55	35	Adult	Unknown	RCNX0580	138_FR_14_10_18
reconyx	small	8	C	RH2	C3	139	Whiptail	FR	14	10	2020	18	47	59	Adult	Unknown	RCNX0301	139_FR_14_10_18
reconyx	small	8	C	RH2	C3	139	Whiptail	FR	14	10	2020	18	48	37	Adult	Unknown	RCNX0304	139_FR_14_10_18
reconyx	small	8	R	RH3	R1	139	Whiptail	SS	14	10	2020	18	55	35	Adult	Unknown	RCNX0580	139_SS_14_10_18
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	55	11	Adult	Male	RCNX0421	140_FR_15_10_2
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	55	17	Adult	Male	RCNX0424	140_FR_15_10_2
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	56	4	Adult	Male	RCNX0427	140_FR_15_10_2
reconyx	small	8	C	RH2	C3	140	Whiptail	FR	15	10	2020	3	3	28	Adult	Male	RCNX0310	140_FR_15_10_3
reconyx	small	8	R	RH7	R2	140	Whiptail	RX	15	10	2020	2	59	55	Adult	Male	RCNX0430	140_RX_15_10_2
reconyx	small	8	C	RH4	C1	140	Whiptail	SS	15	10	2020	3	6	57	Adult	Male	RCNX0409	140_SS_15_10_3
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	13	12	Adult	FWPJ	RCNX0439	141_FR_15_10_4
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	13	54	Adult	FWPJ	RCNX0442	141_FR_15_10_4
reconyx	small	8	R	RH3	R1	141	Whiptail	FR	15	10	2020	4	23	40	Adult	FWPJ	RCNX0589	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	24	48	Adult	FWPJ	RCNX0316	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	25	50	Adult	FWPJ	RCNX0322	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	26	14	Adult	FWPJ	RCNX0328	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	29	5	Adult	FWPJ	RCNX0331	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	33	9	Adult	FWPJ	RCNX0337	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	33	9	Adult	FWPJ	RCNX0337	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	34	31	Adult	FWPJ	RCNX0340	141_FR_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	34	31	Adult	FWPJ	RCNX0340	141_FR_15_10_4
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	37	6	Adult	FWPJ	RCNX0454	141_FR_15_10_4
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	37	41	Adult	FWPJ	RCNX0469	141_FR_15_10_4
reconyx	small	8	R	RH7	R2	141	Whiptail	RX	15	10	2020	4	37	22	Adult	FWPJ	RCNX0463	141_RX_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	24	42	Adult	FWPJ	RCNX0313	141_SS_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	25	36	Adult	FWPJ	RCNX0319	141_SS_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	26	1	Adult	FWPJ	RCNX0325	141_SS_15_10_4
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	29	8	Adult	FWPJ	RCNX0334	141_SS_15_10_4
reconyx	small	8	R	RH7	R2	141	Whiptail	SS	15	10	2020	4	37	8	Adult	FWPJ	RCNX0457	141_SS_15_10_4
