Cam_typ	Clvt_sz	Site	Type	Cam_num	Cam_pt	Anim_num	Species	Behaviour	Day	Month	Year	Hour	Min	Sec	Age	Sex	Img_num
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	1	Adult	Male	RCNX6709
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	4	Adult	Male	RCNX6712
reconyx	small	8	C	RH1	C4	110	Kangaroo	FR	18	10	2020	17	32	7	Adult	Male	RCNX6715
reconyx	small	8	C	RH1	C4	111	Amphibian	SS	19	10	2020	0	28	29	Unknown	Unknown	RCNX6725
reconyx	small	8	C	RH1	C4	111	Amphibian	SS	19	10	2020	0	28	40	Unknown	Unknown	RCNX6727
reconyx	small	8	R	RH3	R1	112	Kangaroo	FR	19	10	2020	6	42	31	Adult	Unknown	RCNX1510
reconyx	small	8	C	RH1	C4	112	Kangaroo	FR	19	10	2020	6	42	33	Adult	Unknown	RCNX6763
reconyx	small	8	R	RH3	R1	112	Kangaroo	SS	19	10	2020	6	42	34	Adult	Unknown	RCNX1513
reconyx	small	8	C	RH1	C4	112	Kangaroo	FR	19	10	2020	6	42	36	Adult	Unknown	RCNX6766
reconyx	small	8	R	RH3	R1	112	Kangaroo	SS	19	10	2020	6	42	37	Adult	Unknown	RCNX1516
reconyx	small	8	R	RH3	R1	112	Kangaroo	RX	19	10	2020	6	42	51	Adult	Unknown	RCNX1519
reconyx	small	8	C	RH2	C3	112	Kangaroo	FR	19	10	2020	6	43	15	Adult	Unknown	RCNX1389
reconyx	small	8	C	RH2	C3	112	Kangaroo	SS	19	10	2020	6	43	17	Adult	Unknown	RCNX1392
reconyx	small	8	C	RH2	C3	112	Kangaroo	FR	19	10	2020	6	43	30	Adult	Unknown	RCNX1393
reconyx	small	8	C	RH2	C3	112	Kangaroo	RX	19	10	2020	6	43	33	Adult	Unknown	RCNX1396
reconyx	small	8	C	RH5	C2	112	Kangaroo	FR	19	10	2020	6	43	36	Adult	Unknown	RCNX1441
reconyx	small	8	R	RH3	R1	113	Kangaroo	RX	19	10	2020	7	8	46	Adult	Male	RCNX1528
reconyx	small	8	C	RH1	C4	113	Kangaroo	RX	19	10	2020	7	8	48	Adult	Male	RCNX6769
reconyx	small	8	R	RH3	R1	113	Kangaroo	RX	19	10	2020	7	8	48	Adult	Male	RCNX1531
reconyx	small	8	C	RH2	C3	113	Kangaroo	FR	19	10	2020	7	9	27	Adult	Male	RCNX1402
reconyx	small	8	C	RH2	C3	113	Kangaroo	RX	19	10	2020	7	9	30	Adult	Male	RCNX1405
reconyx	small	8	C	RH5	C2	113	Kangaroo	FR	19	10	2020	7	9	36	Adult	Male	RCNX1447
reconyx	small	8	C	RH4	C1	113	Kangaroo	FR	19	10	2020	7	9	38	Adult	Male	RCNX1408
reconyx	small	8	C	RH5	C2	113	Kangaroo	SS	19	10	2020	7	9	39	Adult	Male	RCNX1450
reconyx	small	8	C	RH5	C2	113	Kangaroo	FR	19	10	2020	7	10	44	Adult	Male	RCNX1453
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	15	43	Adult	Female	RCNX6772
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	15	47	Adult	Female	RCNX6775
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	13	Adult	Female	RCNX6778
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	17	Adult	Female	RCNX6781
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	16	33	Adult	Female	RCNX6784
reconyx	small	8	R	RH3	R1	114	Kangaroo	FR	19	10	2020	7	16	59	Adult	Female	RCNX1534
reconyx	small	8	C	RH1	C4	114	Kangaroo	FR	19	10	2020	7	17	1	Adult	Female	RCNX6787
reconyx	small	8	C	RH5	C2	114	Kangaroo	RX	19	10	2020	7	17	47	Adult	Female	RCNX1456
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	15	47	Juvenile	Unknown	RCNX6775
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	13	Juvenile	Unknown	RCNX6778
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	17	Juvenile	Unknown	RCNX6781
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	16	33	Juvenile	Unknown	RCNX6784
reconyx	small	8	R	RH3	R1	115	Kangaroo	FR	19	10	2020	7	16	59	Juvenile	Unknown	RCNX1534
reconyx	small	8	C	RH1	C4	115	Kangaroo	FR	19	10	2020	7	17	1	Juvenile	Unknown	RCNX6787
reconyx	small	8	C	RH5	C2	115	Kangaroo	RX	19	10	2020	7	17	47	Juvenile	Unknown	RCNX1456
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	43	Juvenile	Unknown	RCNX8392
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	46	Juvenile	Unknown	RCNX8395
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	49	Juvenile	Unknown	RCNX8398
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	51	Juvenile	Unknown	RCNX8401
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	54	Juvenile	Unknown	RCNX8404
reconyx	small	8	C	RH1	C4	116	Kangaroo	FR	21	10	2020	13	21	58	Juvenile	Unknown	RCNX8407
reconyx	small	8	R	RH3	R1	117	Kangaroo	RX	23	10	2020	8	25	49	Adult	Unknown	RCNX2104
reconyx	small	8	C	RH1	C4	117	Kangaroo	FR	23	10	2020	8	25	52	Adult	Unknown	RCNX8500
reconyx	small	8	R	RH3	R1	117	Kangaroo	FR	23	10	2020	8	25	52	Adult	Unknown	RCNX2107
reconyx	small	8	C	RH2	C3	117	Kangaroo	FR	23	10	2020	8	26	31	Adult	Unknown	RCNX6595
reconyx	small	8	C	RH2	C3	117	Kangaroo	RX	23	10	2020	8	26	33	Adult	Unknown	RCNX6598
reconyx	small	8	C	RH4	C1	117	Kangaroo	FR	23	10	2020	8	26	37	Adult	Unknown	RCNX1879
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	8	18	Unknown	Unknown	RCNX8557
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	8	39	Unknown	Unknown	RCNX8560
reconyx	small	8	C	RH1	C4	118	Rodent	FR	25	10	2020	3	28	59	Unknown	Unknown	RCNX8563
reconyx	small	8	C	RH1	C4	119	Rodent	FR	25	10	2020	3	40	35	Unknown	Unknown	RCNX8566
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	54	43	Joey	Unknown	RCNX0262
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	54	49	Joey	Unknown	RCNX0265
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	15	56	53	Joey	Unknown	RCNX0268
reconyx	small	8	R	RH3	R1	120	Whiptail	SS	13	10	2020	16	2	41	Joey	Unknown	RCNX0271
reconyx	small	8	R	RH3	R1	121	Whiptail	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271
reconyx	small	8	R	RH3	R1	122	Whiptail	FR	13	10	2020	16	57	40	Adult	Unknown	RCNX0289
reconyx	small	8	C	RH1	C4	123	Rodent	FR	26	10	2020	3	6	26	Unknown	Unknown	RCNX8713
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	10	Adult	Unknown	RCNX8716
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	13	Adult	Unknown	RCNX8719
reconyx	small	8	C	RH1	C4	124	Kangaroo	FR	26	10	2020	5	0	32	Adult	Unknown	RCNX8722
reconyx	small	8	C	RH1	C4	125	Kangaroo	FR	26	10	2020	5	0	32	Juvenile	Unknown	RCNX8722
reconyx	small	8	C	RH2	C3	126	Kangaroo	RX	13	10	2020	15	57	35	Adult	Unknown	RCNX0173
reconyx	small	8	C	RH2	C3	126	Kangaroo	RX	13	10	2020	15	57	37	Adult	Unknown	RCNX0175
reconyx	small	8	R	RH3	R1	126	Kangaroo	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271
reconyx	small	8	C	RH2	C3	126	Kangaroo	SS	13	10	2020	16	3	51	Adult	Unknown	RCNX0178
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	4	6	Adult	Unknown	RCNX0184
reconyx	small	8	C	RH2	C3	126	Kangaroo	FR	13	10	2020	16	4	9	Adult	Unknown	RCNX0187
reconyx	small	8	C	RH2	C3	127	Kangaroo	RX	13	10	2020	15	57	37	Adult	Unknown	RCNX0175
reconyx	small	8	R	RH3	R1	127	Kangaroo	FR	13	10	2020	16	2	41	Adult	Unknown	RCNX0271
reconyx	small	8	C	RH2	C3	127	Kangaroo	FR	13	10	2020	16	3	51	Adult	Unknown	RCNX0178
reconyx	small	8	C	RH2	C3	127	Kangaroo	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181
reconyx	small	8	C	RH2	C3	127	Kangaroo	SS	13	10	2020	16	4	6	Adult	Unknown	RCNX0184
reconyx	small	8	C	RH2	C3	127	Kangaroo	SS	13	10	2020	16	4	9	Adult	Unknown	RCNX0187
reconyx	small	8	R	RH3	R1	128	Kangaroo	RX	13	10	2020	15	56	53	Adult	FWPJ	RCNX0268
reconyx	small	8	R	RH3	R1	128	Kangaroo	RX	13	10	2020	16	2	41	Adult	FWPJ	RCNX0271
reconyx	small	8	C	RH2	C3	128	Kangaroo	FR	13	10	2020	16	3	51	Adult	FWPJ	RCNX0178
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	3	55	Adult	FWPJ	RCNX0181
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	4	6	Adult	FWPJ	RCNX0184
reconyx	small	8	C	RH2	C3	128	Kangaroo	SS	13	10	2020	16	4	9	Adult	FWPJ	RCNX0187
reconyx	small	8	R	RH3	R1	129	Kangaroo	RX	13	10	2020	15	56	53	Joey	Unknown	RCNX0268
reconyx	small	8	R	RH3	R1	129	Kangaroo	RX	13	10	2020	16	2	41	Joey	Unknown	RCNX0271
reconyx	small	8	C	RH2	C3	129	Kangaroo	FR	13	10	2020	16	3	51	Joey	Unknown	RCNX0178
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	3	55	Joey	Unknown	RCNX0181
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	4	6	Joey	Unknown	RCNX0184
reconyx	small	8	C	RH2	C3	129	Kangaroo	SS	13	10	2020	16	4	9	Joey	Unknown	RCNX0187
reconyx	small	8	R	RH3	R1	129	Kangaroo	SS	13	10	2020	16	17	14	Joey	Unknown	RCNX0274
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	3	51	Adult	Unknown	RCNX0178
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	3	55	Adult	Unknown	RCNX0181
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	4	6	Adult	Unknown	RCNX0184
reconyx	small	8	C	RH2	C3	130	Whiptail	FR	13	10	2020	16	4	9	Adult	Unknown	RCNX0187
reconyx	small	8	R	RH3	R1	130	Whiptail	FR	13	10	2020	16	17	14	Adult	Unknown	RCNX0274
reconyx	small	8	C	RH2	C3	131	Kangaroo	FR	13	10	2020	18	20	56	Adult	Unknown	RCNX0214
reconyx	small	8	C	RH4	C1	132	Possum	RX	13	10	2020	20	17	58	Adult	Unknown	RCNX0328
reconyx	small	8	C	RH2	C3	132	Possum	FR	13	10	2020	20	23	5	Adult	Unknown	RCNX0217
reconyx	small	8	C	RH2	C3	133	Possum	RX	13	10	2020	23	42	14	Adult	Unknown	RCNX0220
reconyx	small	8	C	RH2	C3	134	Fox	RX	14	10	2020	1	25	38	Adult	Unknown	RCNX0223
reconyx	small	8	C	RH2	C3	134	Fox	RX	14	10	2020	1	25	41	Adult	Unknown	RCNX0226
reconyx	small	8	C	RH2	C3	135	Whiptail	FR	14	10	2020	5	16	28	Adult	Female	RCNX0229
reconyx	small	8	C	RH2	C3	1159	Whiptail	FR	14	10	2020	5	16	28	Juvenile	Unknown	RCNX0229
reconyx	small	8	R	RH3	R1	136	Kangaroo	FR	14	10	2020	16	9	20	Adult	FWPJ	RCNX0553
reconyx	small	8	C	RH2	C3	136	Kangaroo	FR	14	10	2020	16	10	2	Adult	FWPJ	RCNX0277
reconyx	small	8	R	RH3	R1	137	Kangaroo	SS	14	10	2020	16	9	20	Joey	Unknown	RCNX0553
reconyx	small	8	C	RH2	C3	137	Kangaroo	SS	14	10	2020	16	10	2	Joey	Unknown	RCNX0277
reconyx	small	8	R	RH7	R2	138	Whiptail	FR	14	10	2020	17	55	59	Adult	Unknown	RCNX0409
reconyx	small	8	C	RH2	C3	138	Whiptail	FR	14	10	2020	18	5	49	Adult	Unknown	RCNX0292
reconyx	small	8	C	RH2	C3	138	Whiptail	FR	14	10	2020	18	6	0	Adult	Unknown	RCNX0295
reconyx	small	8	R	RH3	R1	138	Whiptail	FR	14	10	2020	18	55	35	Adult	Unknown	RCNX0580
reconyx	small	8	C	RH2	C3	139	Whiptail	FR	14	10	2020	18	47	59	Adult	Unknown	RCNX0301
reconyx	small	8	C	RH2	C3	139	Whiptail	FR	14	10	2020	18	48	37	Adult	Unknown	RCNX0304
reconyx	small	8	R	RH3	R1	139	Whiptail	SS	14	10	2020	18	55	35	Adult	Unknown	RCNX0580
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	55	11	Adult	Male	RCNX0421
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	55	17	Adult	Male	RCNX0424
reconyx	small	8	R	RH7	R2	140	Whiptail	FR	15	10	2020	2	56	4	Adult	Male	RCNX0427
reconyx	small	8	R	RH7	R2	140	Whiptail	RX	15	10	2020	2	59	55	Adult	Male	RCNX0430
reconyx	small	8	C	RH2	C3	140	Whiptail	FR	15	10	2020	3	3	28	Adult	Male	RCNX0310
reconyx	small	8	C	RH4	C1	140	Whiptail	SS	15	10	2020	3	6	57	Adult	Male	RCNX0409
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	13	12	Adult	FWPJ	RCNX0439
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	13	54	Adult	FWPJ	RCNX0442
reconyx	small	8	R	RH3	R1	141	Whiptail	FR	15	10	2020	4	23	40	Adult	FWPJ	RCNX0589
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	24	42	Adult	FWPJ	RCNX0313
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	24	48	Adult	FWPJ	RCNX0316
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	25	36	Adult	FWPJ	RCNX0319
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	25	50	Adult	FWPJ	RCNX0322
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	26	1	Adult	FWPJ	RCNX0325
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	26	14	Adult	FWPJ	RCNX0328
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	29	5	Adult	FWPJ	RCNX0331
reconyx	small	8	C	RH2	C3	141	Whiptail	SS	15	10	2020	4	29	8	Adult	FWPJ	RCNX0334
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	33	9	Adult	FWPJ	RCNX0337
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	34	31	Adult	FWPJ	RCNX0340
reconyx	small	8	C	RH2	C3	142	Whiptail	FR	15	10	2020	4	29	5	Juvenile	Unknown	RCNX0331
reconyx	small	8	C	RH2	C3	142	Whiptail	SS	15	10	2020	4	33	9	Juvenile	Unknown	RCNX0337
reconyx	small	8	C	RH2	C3	142	Whiptail	SS	15	10	2020	4	41	26	Juvenile	Unknown	RCNX0345
reconyx	small	8	C	RH4	C1	142	Whiptail	FR	15	10	2020	4	42	59	Juvenile	Unknown	RCNX0421
reconyx	small	8	C	RH4	C1	142	Whiptail	FR	15	10	2020	4	43	5	Juvenile	Unknown	RCNX0426
reconyx	small	8	C	RH4	C1	141	Whiptail	FR	15	10	2020	4	43	8	Juvenile	Unknown	RCNX0427
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	33	9	Adult	FWPJ	RCNX0337
reconyx	small	8	C	RH2	C3	141	Whiptail	FR	15	10	2020	4	34	31	Adult	FWPJ	RCNX0340
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	37	6	Adult	FWPJ	RCNX0454
reconyx	small	8	R	RH7	R2	141	Whiptail	SS	15	10	2020	4	37	8	Adult	FWPJ	RCNX0457
reconyx	small	8	R	RH7	R2	141	Whiptail	SS	15	10	2020	4	37	17	Adult	FWPJ	RCNX0460
reconyx	small	8	R	RH7	R2	141	Whiptail	RX	15	10	2020	4	37	22	Adult	FWPJ	RCNX0463
reconyx	small	8	R	RH7	R2	141	Whiptail	SS	15	10	2020	4	37	25	Adult	FWPJ	RCNX0466
reconyx	small	8	R	RH7	R2	141	Whiptail	FR	15	10	2020	4	37	41	Adult	FWPJ	RCNX0469
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	37	41	Adult	Male	RCNX0469
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	37	51	Adult	Male	RCNX0472
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	37	53	Adult	Male	RCNX0475
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	38	8	Adult	Male	RCNX0478
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	38	10	Adult	Male	RCNX0481
reconyx	small	8	R	RH7	R2	143	Whiptail	SS	15	10	2020	4	38	27	Adult	Male	RCNX0484
reconyx	small	8	R	RH7	R2	143	Whiptail	FR	15	10	2020	4	38	36	Adult	Male	RCNX0487
reconyx	small	8	C	RH2	C3	144	Whiptail	SS	15	10	2020	4	33	9	Joey	Unknown	RCNX0337
reconyx	small	8	C	RH2	C3	144	Whiptail	SS	15	10	2020	4	34	31	Joey	Unknown	RCNX0340
reconyx	small	8	R	RH7	R2	144	Whiptail	SS	15	10	2020	4	37	6	Joey	Unknown	RCNX0454
reconyx	small	8	R	RH7	R2	144	Whiptail	SS	15	10	2020	4	37	8	Joey	Unknown	RCNX0457
reconyx	small	8	R	RH7	R2	144	Whiptail	SS	15	10	2020	4	37	17	Joey	Unknown	RCNX0460
reconyx	small	8	R	RH7	R2	144	Whiptail	RX	15	10	2020	4	37	22	Joey	Unknown	RCNX0463
reconyx	small	8	R	RH7	R2	144	Whiptail	SS	15	10	2020	4	37	25	Joey	Unknown	RCNX0466
reconyx	small	8	R	RH7	R2	144	Whiptail	SS	15	10	2020	4	37	41	Joey	Unknown	RCNX0469
reconyx	small	8	R	RH7	R2	145	Kangaroo	FR	15	10	2020	5	28	16	Adult	Female	RCNX0508
reconyx	small	8	R	RH7	R2	145	Kangaroo	FR	15	10	2020	5	28	19	Adult	Female	RCNX0511
reconyx	small	8	R	RH7	R2	145	Kangaroo	FR	15	10	2020	5	28	21	Adult	Female	RCNX0514
reconyx	small	8	R	RH7	R2	145	Kangaroo	FR	15	10	2020	5	28	26	Adult	Female	RCNX0517
reconyx	small	8	R	RH3	R1	145	Kangaroo	RX	15	10	2020	5	28	49	Adult	Female	RCNX0643
reconyx	small	8	R	RH3	R1	145	Kangaroo	RX	15	10	2020	5	28	53	Adult	Female	RCNX0646
reconyx	small	8	R	RH3	R1	145	Kangaroo	FR	15	10	2020	5	28	58	Adult	Female	RCNX0649
reconyx	small	8	R	RH3	R1	145	Kangaroo	RX	15	10	2020	5	29	13	Adult	Female	RCNX0643
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	29	50	Adult	Female	RCNX0352
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	30	32	Adult	Female	RCNX0355
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	30	35	Adult	Female	RCNX0358
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	30	38	Adult	Female	RCNX0361
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	30	41	Adult	Female	RCNX0364
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	32	25	Adult	Female	RCNX0367
reconyx	small	8	C	RH2	C3	145	Kangaroo	SS	15	10	2020	5	32	27	Adult	Female	RCNX0370
reconyx	small	8	C	RH2	C3	145	Kangaroo	FR	15	10	2020	5	32	30	Adult	Female	RCNX0373
reconyx	small	8	R	RH7	R2	146	Kangaroo	FR	15	10	2020	5	28	29	Juvenile	Unknown	RCNX0520
reconyx	small	8	R	RH3	R1	146	Kangaroo	RX	15	10	2020	5	28	49	Juvenile	Unknown	RCNX0643
reconyx	small	8	R	RH3	R1	146	Kangaroo	FR	15	10	2020	5	28	53	Juvenile	Unknown	RCNX0646
reconyx	small	8	R	RH3	R1	146	Kangaroo	SS	15	10	2020	5	28	58	Juvenile	Unknown	RCNX0649
reconyx	small	8	R	RH3	R1	146	Kangaroo	RX	15	10	2020	5	29	13	Juvenile	Unknown	RCNX0643
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	30	32	Juvenile	Unknown	RCNX0355
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	30	35	Juvenile	Unknown	RCNX0358
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	30	41	Juvenile	Unknown	RCNX0364
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	25	Juvenile	Unknown	RCNX0367
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	27	Juvenile	Unknown	RCNX0370
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	30	Juvenile	Unknown	RCNX0373
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	36	Juvenile	Unknown	RCNX0376
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	39	Juvenile	Unknown	RCNX0379
reconyx	small	8	C	RH2	C3	146	Kangaroo	FR	15	10	2020	5	32	47	Juvenile	Unknown	RCNX0382
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	32	52	Juvenile	Unknown	RCNX0385
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	33	2	Juvenile	Unknown	RCNX0388
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	33	5	Juvenile	Unknown	RCNX0391
reconyx	small	8	C	RH2	C3	146	Kangaroo	SS	15	10	2020	5	33	8	Juvenile	Unknown	RCNX0394
reconyx	small	8	C	Rh2	C3	147	Kangaroo	FR	15	10	2020	5	32	25	Adult	Female	RCNX0367
reconyx	small	8	C	Rh2	C3	147	Kangaroo	SS	15	10	2020	5	32	27	Adult	Female	RCNX0370
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	32	30	Adult	Female	RCNX0373
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	32	36	Adult	Female	RCNX0376
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	32	39	Adult	Female	RCNX0379
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	32	47	Adult	Female	RCNX0382
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	32	52	Adult	Female	RCNX0385
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	33	2	Adult	Female	RCNX0388
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	5	Adult	Female	RCNX0391
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	33	8	Adult	Female	RCNX0394
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	15	Adult	Female	RCNX0397
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	18	Adult	Female	RCNX0400
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	23	Adult	Female	RCNX0403
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	42	Adult	Female	RCNX0406
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	33	45	Adult	Female	RCNX0409
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	34	41	Adult	Female	RCNX0412
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	34	48	Adult	Female	RCNX0415
reconyx	small	8	C	RH2	C3	147	Kangaroo	SS	15	10	2020	5	34	54	Adult	Female	RCNX0418
reconyx	small	8	C	RH2	C3	147	Kangaroo	FR	15	10	2020	5	34	57	Adult	Female	RCNX0421
reconyx	small	8	C	Rh2	C3	148	Kangaroo	FR	15	10	2020	5	32	27	Adult	Unknown	RCNX0372
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	32	30	Adult	Unknown	RCNX0373
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	32	36	Adult	Unknown	RCNX0376
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	32	39	Adult	Unknown	RCNX0379
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	32	47	Adult	Unknown	RCNX0382
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	32	52	Adult	Unknown	RCNX0385
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	33	2	Adult	Unknown	RCNX0388
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	33	5	Adult	Unknown	RCNX0391
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	33	8	Adult	Unknown	RCNX0394
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	33	15	Adult	Unknown	RCNX0397
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	33	18	Adult	Unknown	RCNX0400
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	33	23	Adult	Unknown	RCNX0403
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	33	42	Adult	Unknown	RCNX0406
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	33	45	Adult	Unknown	RCNX0409
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	34	41	Adult	Unknown	RCNX0412
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	34	48	Adult	Unknown	RCNX0415
reconyx	small	8	C	RH2	C3	148	Kangaroo	SS	15	10	2020	5	34	54	Adult	Unknown	RCNX0418
reconyx	small	8	C	RH2	C3	148	Kangaroo	FR	15	10	2020	5	34	57	Adult	Unknown	RCNX0421
reconyx	small	8	C	RH4	C1	148	Kangaroo	CC	15	10	2020	5	36	2	Adult	Unknown	RCNX0520
